Company Name,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Prerequisite: Determine Research Guidelines,Qualify Account,Prerequisite: Research Target Company
GABA 2 Sp. z o.o.,GABA 2 Sp. z o.o,Cold,,3,retail,bartosz.kosiba@kreativia.pl,http://www.gaba.pl,http://www.linkedin.com/company/gaba-2-sp-z-o-o,https://www.facebook.com/gaba2pl,,2 ulica Wiklinowa,Brwinow,Masovian Voivodeship,Poland,05-805,"2 ulica Wiklinowa, Brwinow, Masovian Voivodeship, Poland, 05-805","tapety naturalne, plecionki rattanowe, surowce i wyroby plecionkarskie, surowce i wyroby plecionkarskie & luksusowe meble ogrodowe, luksusowe meble ogrodowe, eco design, furniture and home furnishings, woven accessories, plecionkarskie materials, rattan, manufacturing, plecionki, all other textile product mills, plecionka wiedeska, plecionki do renowacji mebli, b2c, bamboo, custom furniture, distribution, natural materials, services, wicker, handmade products, home decor, plecionki technorattanowe, rattan furniture, e-commerce, furniture, woven furniture, natural weaving materials, d2c, b2b, plecionki do frontów meblowych, retail, renovation of antique furniture, plecionki do wyplatania, interior design, natural decor, mechanical or industrial engineering, consumer internet, consumers, internet, information technology & services",+48 22 380 21 40,"Outlook, Microsoft Office 365, WordPress.org, Google Font API, Mobile Friendly, Remote",,,,,,,69106e18b504cb00017c0922,2399,31499,"W naszej ofercie znajdziecie Państwo szeroki wybór starannie wyselekcjonowanych produktów z wikliny, rattanu i innych rzadko spotykanych surowców. Realizując dewizę eco + design dostarczamy produkty, które są przyjazne środowisku naturalnemu i wyróżniają się najlepszą jakością oraz wyjątkowym wzornictwem.

Działamy jako firma handlowa, która dostarcza na rynek wyselekcjonowane, najciekawsze, najlepsze wyroby i surowce plecionkarskie na potrzeby firm, producentów mebli oraz odbiorców indywidualnych. Sprzedajemy również wysokiej jakości meble do wnętrz i ogrodów.

Stworzyliśmy dwie marki: WILLOW HOUSE i WIKLINOWY DOM, które zdobywają uznanie coraz większej grupy klientów.",1992,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/670b1640e29ce4000150e5e8/picture,,,,,,,,
A&A Dom Jubilerski,A&A Dom Jubilerski,Cold,,3,retail,bartosz.kosiba@kreativia.pl,,http://www.linkedin.com/company/a-a-dom-jubilerski,,,,Lodz,Lodz Voivodeship,Poland,90-132,"Lodz, Lodz Voivodeship, Poland, 90-132",,,"Cloudflare DNS, Mobile Friendly, Facebook Login (Connect), Facebook Widget, Facebook Custom Audiences, Apache, Nginx, TrustedShops, Google Tag Manager, Google Font API, Google Analytics",,,,,,,69106e19b504cb00017c0a4d,,,"Jesteśmy polską firmą z wielopokoleniową tradycją. Posiadamy pracownię jubilerską w Łodzi, w której projektujemy i wytwarzamy biżuterię, używając jedynie szlachetnych i sprawdzonych materiałów najwyższej jakości.

W naszej pracowni dekady doświadczenia wspieramy zaawansowaną technologią. Wyroby ręczne powstają tradycyjnymi metodami, można by rzec, że obecnie jest to wręcz sztuka tajemna, bo jest już bardzo niewielu rzemieślników, którzy się nią parają. 

Dzięki temu są to produkty najwyższej jakości, ale też unikatowe i doskonałe na tyle, że mogą być przekazywane z pokolenia na pokolenie, bez problemu wytrzymując upływ czasu i wieloletnie użytkowanie. Do produkcji biżuterii używamy unikalnego stopu złota, który został stworzony dla naszych potrzeb i zapewnia wyjątkowo piękny odcień kruszcu, jak i imponującą wytrzymałość.

Kamienie szlachetne sprowadzamy tylko ze sprawdzonych źródeł, dodatkowo są one weryfikowane przez specjalistyczne maszyny oraz wprawne oczy naszych ekspertów. Staramy się również, żeby nasze brylanty charakteryzowały się ponadprzeciętną jakością. Wychodząc naprzeciw pragnieniom naszych klientów tworzymy również inną biżuterię niż flagowa Premium Handmade, jak choćby modele inspirowane pięknem włoskich miast czy autorskie kolekcje ze srebra. Dodatkowo importujemy również biżuterię z Włoch, m.in. z Mediolanu, stolicy designu.

Jesteśmy pewni jakości naszych wyrobów, dlatego objęte są one bezterminowym serwisem.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/691008146c531e000113ae9a/picture,,,,,,,,
Witek Home,Witek Home,Cold,,15,retail,bartosz.kosiba@kreativia.pl,http://www.witek.pl,http://www.linkedin.com/company/witekhome,https://www.facebook.com/witekhome,,5 ulica Handlowcow,Wielka Wies,Lesser Poland Voivodeship,Poland,32-085,"5 ulica Handlowcow, Wielka Wies, Lesser Poland Voivodeship, Poland, 32-085","meble, szklo dekoracyjne, gastronomia, wyposazenie gastronomii, tekstylia, wyposazenie wnetrz, dodatki dekoracyjne, porcelana, wyposazenie dla horeca, horeca, porcelain, tables, european furniture brands, wooden furniture, bespoke furniture, garden furniture, home decor, lighting, outdoor furniture, kitchenware retail, decorations, custom-made furniture, d2c, luxury porcelain, kitchen accessories, furniture, bedroom furniture, textiles, crystal glassware, luxury furniture, home decor retail, specialized storage solutions, interior design services, delivery, designer lighting, interior decoration, home furniture, furniture for small spaces, interior accessories, bed and mattress, ergonomic office furniture, classic furniture, wardrobes, kitchenware, furniture manufacturing, e-commerce, b2b, garden decor, interior design, b2c, sofas, office furniture, ergonomic furniture, garden furniture retail, home accessories, eco-friendly materials, lighting fixtures, customer service, modern furniture, custom furniture, decorative items, crystal, consumer internet, consumers, internet, information technology & services",,"Rackspace MailGun, Mobile Friendly, Google Dynamic Remarketing, Google Tag Manager, Content.ad, Nginx, TrustedShops, DoubleClick Conversion, Google AdSense, Google Places, Google Maps, Google AdWords Conversion, Bootstrap Framework, Google Analytics, Google Remarketing, Shoper, Remote, AI",,,,,,,69106e1ab504cb00017c0b76,5712,,"Salony Witek Home mają bardzo bogate wnętrze. Znajdziesz w nich wszystko, co jest niezbędne do wyposażenia się. Niepowtarzalne meble, wyjątkowa porcelana i unikatowe dodatki to początek długiej listy produktów z naszej oferty, które sprostają nawet najbardziej wysublimowanym gustom.

W Witek Home znajdziesz szeroką gamę mebli tapicerowanych i skrzyniowych. Wśród nich meble najlepszych polskich producentów, jak i wyjątkowe kolekcje mebli dostępne tylko w salonach Witek Home. Łóżka, sofy, stoły, fotele i stoliki kawowe dostępne są w całej feerii kształtów i fasonów. A to dopiero początek długiej listy komfortowych i praktycznych mebli, które pozwolą Ci stworzyć unikatowe i niepowtarzalne wnętrze.

Wyjątkowa porcelana to coś, na czym w Witek Home znamy się doskonale. Znajdziesz u nas dekorowane zestawy z porcelany stworzone specjalnie dla naszego salonu u czołowych polskich producentów. Kupując nasze unikatowe produkty, masz pewność, że przyjmiesz gości w niepowtarzalny i wyjątkowy sposób. Z nami także wyposażysz w najbardziej profesjonalne sprzęty kuchnię, restaurację, hotel, a nawet usługi kateringowe.

Charakter wnętrza tworzą dodatki, dlatego w Witek Home mamy dla Ciebie wyjątkowe kolekcje tekstyliów stołowych, jak i akcesoriów dekoracyjnych. Obrusy, bieżniki i serwety ozdobią Twój stół nie tylko od święta, ale i na co dzień. Nasze świeczniki i lampiony nadadzą Twojemu wnętrzu nowego blasku. Dzięki kwiatom i figurkom dekoracyjnym dostępnym w Witek Home Twoje wnętrze rozkwitnie!

W Witek Home dbamy, aby wszystko było niepowtarzalne i najwyższej jakości. Gwarantujemy Ci profesjonalną obsługę na najwyższym poziomie, bo chcemy, abyś poczuł się u nas jak u siebie, a na koniec wizyty pomyślał: Witek Home to mój dom!",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6713dbc56032b9000138744b/picture,,,,,,,,
VCS - Virtual CTRL Solutions,VCS,Cold,,0,retail,bartosz.kosiba@kreativia.pl,http://www.vcs.pl,http://www.linkedin.com/company/vcs-virtual-ctrl-solutions,https://www.facebook.com/VCS-105463531719418,,22 ulica Czarnkowska,Poznan,wielkopolskie,Poland,60-415,"22 ulica Czarnkowska, Poznan, wielkopolskie, Poland, 60-415","retail office equipment, video analytics algorithms, event management, solar panels for security, video monitoring, video analytics, self-sufficient systems, construction & real estate, b2b, smart city solutions, security automation, multi-technology detection, energy & utilities, wireless power, mobile lighting, alternative power sources, commercial and service industry machinery manufacturing, access control, government, remote monitoring, mobile security systems, cloud software, video surveillance, construction, thermal imaging, solar panels, event security, fuel cell power supply, services, autonomous security systems, cloud-based software, energy_utilities, construction_real_estate, events services, commercial & service industry machinery manufacturing",,"Apache, Mobile Friendly, WordPress.org, Woo Commerce",,,,,,,69106e21b504cb00017c10e1,3669,33331,"VCS - Virtual CTRL Solutions ma za zadanie dostarczać rozwiązania w zakresie ochrony technicznej, które mogą być zdalnie monitorowane i kontrolowane. Zdalne zarządzanie odbywa się za pomocą oprogramowania zainstalowanego w chmurze. Jednym z najważniejszych rozwiązań technicznych dostarczanych przez firmę są wieże do monitoringu wizyjnego - iTower. Dzięki dużej różnorodności naszych rozwiązań, każde specyficzne wymaganie klienta w zakresie monitoringu może być dostosowane indywidualnie. 

Nasza technologia nadzoru pozwala na kontrolę dużych obszarów jak place budowy, tereny komercyjne czy miejsca imprez. Obszary trudno dostępne i częste zmiany lokalizacji nadzoru nie stanowią żadnego problemu. Wieże łączą się z wieloma zdalnymi czujnikami, dzięki czemu rejestrują zdarzenia w czasie rzeczywistym. Mogą być wyposażone w panele słoneczne. W ten sposób stanowią odnawialne źródło energii. 

Oferujemy również produkty kontroli dostępu dla branży budowlanej, takie jak kontenery portierskie z kołowrotkami lub same kołowrotki wejściowe. Firmy budowlane mogą uniknąć strat instalując właściwe ogrodzenia i kołowrotki. W ten sposób nadzorujemy dostęp, pozwalając na wejście tylko jednej upoważnionej osobie na raz, bez ryzyka, że osoby te nie zamkną drzwi. Wszystkie wejścia i wyjścia na teren są rejestrowane przez system kontroli dostępu.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6700f396c0105800019eb2ec/picture,,,,,,,,
LED'S DESIGN,LED'S DESIGN,Cold,,2,retail,bartosz.kosiba@kreativia.pl,http://www.leds.design,http://www.linkedin.com/company/led-s-design,,,70 ulica Blazeja,Poznan,wielkopolskie,Poland,61-608,"70 ulica Blazeja, Poznan, wielkopolskie, Poland, 61-608","interior design, obrazy, led light, design, led art for medical offices, lighting, led panel grawerowanie, led art with personalized graphics, b2b, led images with effect of depth, led images with motif of city, led art for cafes and bars, custom led images, led wall neon, led illuminated images, medical offices, led art for car showrooms, led images with motif of vintage, led images with motif of animals, led images with motif of vintage style, led art for business spaces, artistic led displays, led images for kids' rooms, custom graphic led images, led religious images, all other miscellaneous manufacturing, led image customization, led images for commercial use, led images with motif of architecture, led macro images, led images with motif of flowers, b2c, polish led manufacturing, e-commerce, led technology, led images with motif of oceans, european led components, led images with own photo, led images with custom photo, decorative led panels, led art for hotels and spa, led lighting for interiors, energy-efficient led panels, led images with motif of sea, led motif images, personalized led decor, led images with motif of forests, personalized led images, home decor, hospitality, interior design accessories, commercial interior, advertising and marketing, led images with motif of mountains, custom led religious images, led images with 3d effect, led images for children, led religious led images, led art for cafes and restaurants, led picture frames, led lighting decor, led images with motif of space, led images with motif of fantasy, led images with motif of nature, modern interior decoration, fantasy led wall art, led cityscape images, led wall art, retail, d2c, art and craft, interior_design, custom_products, artistic_decor, led_technology, personalization, energy_saving, home_decor, commercial_use, luxury, modern_style, art_gallery, gift_ideas, wall_art, digital_art, custom_graphics, interior_illumination, decorative_lighting, led_panel, art_installation, design_inspiration, consumer internet, consumers, internet, information technology & services, leisure, travel & tourism",,"Mobile Friendly, Facebook Login (Connect), Apache, Google Tag Manager, Woo Commerce, DoubleClick, Google Dynamic Remarketing, reCAPTCHA, DoubleClick Conversion, Facebook Custom Audiences, Facebook Widget, WordPress.org, Google Analytics",,,,,,,69106e24b504cb00017c1469,3999,33999,Obrazy malowane światłem w energooszczędnej technologii LED,2021,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e1271c0740920001591b43/picture,,,,,,,,
WALL-BEING posters & wall art,WALL-BEING posters & wall art,Cold,,3,retail,bartosz.kosiba@kreativia.pl,http://www.wallbeing.com,http://www.linkedin.com/company/wall-being,https://www.facebook.com/wallbeing/,,11 ulica Lwowska,Warszawa,woj. mazowieckie,Poland,00-660,"11 ulica Lwowska, Warszawa, woj. mazowieckie, Poland, 00-660","posters, wall deco, polish illustration, art, online shop, polish artists, retail art supplies, artwork packaging, art galleries, signed and numbered art, giclee print, art for office, limited edition posters, linocut, retail, high-quality printing, art posters, b2c, art for galleries, art for home, art for interior designers, signed prints, art gifts, artworks in limited runs, silkscreen print, art for collectors, interior design, original artwork, wall decor, woodblock print, art for interior design, art for bedroom, contemporary art, certified artwork, modern art, interior decoration, risograph, limited run art, all other miscellaneous manufacturing, art collections, silkscreen art, linoprint, artistic decor, woodcut, original posters, gallery posters, home decor, risograph poster, art with certificates, ceramic plates, art in workshops, art reproductions, e-commerce, giclee, d2c, certified art, limited editions, ceramic wall art, art in limited editions, collectible posters, handmade posters, b2b, art for kids room, art for living room, art for wall, arts and crafts, art prints, art certificates, high-quality print, artisan prints, decorative posters, limited_edition, original_art, polish_artists, gallery_posters, art_prints, certified_art, consumer internet, consumers, internet, information technology & services, arts & crafts",+48 57 720 04 55,"Google Font API, Google Tag Manager, DoubleClick Conversion, reCAPTCHA, MailChimp, Paczkomaty, Facebook Login (Connect), Mobile Friendly, Facebook Custom Audiences, Facebook Widget, Google Dynamic Remarketing, DoubleClick, Apache, Mirakl",,,,,,,69106e27b504cb00017c16ce,2741,33999,"We believe that places, where we spend time, have an important impact on our mood.

Wall-being is an online shop with a collection of unique posters and wall decorations, among which you feel well.

Wall-being is also an expression of nostalgia for the Polish School of Poster, which is the source of inspiration for many illustrators and artists.

Our aim is to widely present a selected group of great Polish artists creating post with the highest quality.",2015,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66f91407e1723b0001060d97/picture,,,,,,,,
FHU LIBERTY,FHU LIBERTY,Cold,,4,retail,bartosz.kosiba@kreativia.pl,http://www.liberty.olawa.pl,http://www.linkedin.com/company/fhu-liberty,https://www.facebook.com/LibertyOlawa/,,22 ulica ks. Franciszka Kutrowskiego,Wroclaw,Wojewodztwo dolnoslaskie,Poland,55-200,"22 ulica ks. Franciszka Kutrowskiego, Wroclaw, Wojewodztwo dolnoslaskie, Poland, 55-200","zaopatrzenie biur & biuroserwis, retail office equipment, reklama w biurze, zaopatrzenie biur, hurtownia biurowa, personalizowane kosze prezentowe, współpraca z producentami, chemia biurowa, art supplies, bulk orders, custom printing, dostawa do firmy, wizytówki, dekoracje świąteczne i sezonowe, artykuły biurowe, ozdoby biurowe, local supplier, papier a4, printing supplies, reklamowe gadżety, dostawa w każde miejsce, packaging materials, promotional items, sklep internetowy, packaging, office equipment, materiały do rysunku i malarstwa, materiały promocyjne, dekoracje biurowe, obsługa klienta, government, dostawa do każdego miejsca, safety supplies, office furniture accessories, zamówienia indywidualne, materiały eksploatacyjne, akcesoria kreatywne, wieloletnie doświadczenie, dostawa na terenie wrocławia, papiernicze, dekoracje na eventy, materiały plastyczne, dostawa do klienta, dostawa do każdego miasta, product personalization, dostawa gratis, materiały szkoleniowe, decorative accessories, produkty dla firm, b2b, e-commerce, reklamowe gadżety z logo, profesjonalna obsługa, custom orders, dostępność produktów, delivery service, wholesale trade, personalized products, office organization, furniture merchant wholesalers, dostawa na terenie oławy, materiały do modelarstwa, koszulki na dokumenty, dostawa darmowa, dostawa na czas, cleaning products, dobre ceny, szeroki asortyment, services, dekoracje na imprezy firmowe, notesy, produkty dla szkół, office supplies, akcesoria biurowe, school supplies, tonery, business supplies, akcesoria szkolne, długopisy z logo, dostawa oława, produkty wysokiej jakości, upominki firmowe, reklama i promocja, copiers and toners, materiały biurowe, dostawa w krótkim czasie, akcesoria do organizacji biura, długopisy, dostawa bez opłat, materiały plastyczne dla szkół, dostawa wrocław, dostawa bez minimalnego zamówienia, fast delivery, materiały szkoleniowe i dydaktyczne, retail, indywidualne zamówienia, stationery, dostawa na terenie okolic, education, non-profit, distribution, shipping, logistics & supply chain, consumer internet, consumers, internet, information technology & services, nonprofit organization management",+48 71 303 30 63,"Hotjar, Ubuntu, WordPress.org, Google Analytics, Bootstrap Framework, Apache, YouTube, Google Tag Manager, Mobile Friendly",,,,,,,69106e2cb504cb00017c1b03,5112,42321,"Firma Liberty istnieje na polskim rynku od 1991 roku.
Zajmujemy się zaopatrywaniem biur, urzędów, zakładów pracy w artykuły biurowe. Rozszerzaliśmy ofertę asortymentową oraz zakres usług, tak by w pełni zaspokoić potrzeby naszych Klientów. 

Dostarczamy naszym Odbiorcom oprócz bogatej oferty artykułów papierniczych, wszystkie artykuły potrzebne
w pracy biurowej.",1991,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e74cd88f50470001d72759/picture,,,,,,,,
Culina 3D - Studio Mebli Kuchennych,Culina 3D,Cold,,2,retail,bartosz.kosiba@kreativia.pl,http://www.culina3d.pl,http://www.linkedin.com/company/culina-3d---studio-mebli-kuchennych,https://www.facebook.com/Culina3D,,1A ulica Szwajcarska,Poznan,wielkopolskie,Poland,61-285,"1A ulica Szwajcarska, Poznan, wielkopolskie, Poland, 61-285","meble na wymiar & kuchnie na wymiar, professional project support, tailored interiors, german manufacturing, furniture assembly, custom furniture, kitchen remodeling, kuchnie na wymiar, kitchen design, custom cabinetry, projektowanie wnętrz, personalized interior solutions, wizualizacje 3d, ergonomic layout, bespoke kitchen furniture, ergonomic solutions, high-quality materials, manufacturing, visualization in 3d, innovative storage solutions, interior customization, furniture manufacturing, design consultation, premium materials, home improvement, fabryki w niemczech, modern kitchen, cutlery and handtool manufacturing, natural materials, nowoczesne wnętrza, material selection, modern ergonomic design, produkcja mebli, montaż mebli, minimalist design, wysoka jakość, luxury interior solutions, detailed project support, meble na wymiar, interior visualizations, consumer goods & retail, personalizacja, interior design, modern furniture, high-end furniture production, advanced manufacturing technology, b2c, consumer products & retail, mechanical or industrial engineering, cutlery & handtool manufacturing, mining & metals",+48 51 938 45 53,"Facebook Login (Connect), Woo Commerce, Facebook Widget, Hotjar, Apache, Facebook Custom Audiences, Google Tag Manager, reCAPTCHA, Mobile Friendly, Google Font API, WordPress.org",,,,,,,69106e2cb504cb00017c1b06,3571,33221,"Serdecznie zapraszamy do naszych salonów w 4 polskich miastach:
Poznań ul. Szwajcarska 1A
Bydgoszcz ul. Skłodowskiej Curie 33
Radom ul. Słowackiego 126
Gdynia C.H.PARKOVA ul. Parkowa 1",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66e723f05aba30000155fe7f/picture,,,,,,,,
Trans-Pal S.Gzik Sp.K.,Trans-Pal S.Gzik Sp.K,Cold,,4,retail,bartosz.kosiba@kreativia.pl,http://www.transpal.pl,http://www.linkedin.com/company/trans-pal-s-gzik-sp-k,,,57B Dzwola,Dzwola,Lublin Voivodeship,Poland,23-304,"57B Dzwola, Dzwola, Lublin Voivodeship, Poland, 23-304","producent podpalek & producent kamieni dekoracyjnych, european funds, construction accessories, advanced mixing technology, insulation systems, building materials distribution, product expansion, lumber, plywood, millwork, and wood panel merchant wholesalers, construction chemicals, home improvement, modern warehouse, market outlets in poland, interior design, building industry supplies, distribution, product promotion, insulation, distribution warehouse, european funding for modernization, plastic packaging, logistics and distribution, logistics, market expansion, home renovation, product range, decorative stones, services, paints and coatings, international expansion, product promotion campaigns, logistics center, logistics support, building and renovation supplies, b2b, logistics and supply chain, outdoor and garden products, building materials, windows and doors, construction, warehouse management, interior and exterior materials, interior decoration materials, poland market, supply chain management, customer service, transportation & logistics, construction & real estate, logistics & supply chain",,"Woo Commerce, Nginx, WordPress.org, Mobile Friendly, Google Font API",,,,,,,69106e30b504cb00017c1f30,5099,42331,Oferujemy produkty niezbędne do remontu oraz utrzymania domów i ogrodów,1989,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/670159303c7f460001637728/picture,,,,,,,,
On Arte Sp. z o.o.,On Arte Sp. z o.o,Cold,,3,retail,bartosz.kosiba@kreativia.pl,http://www.onarte.pl,http://www.linkedin.com/company/on-arte-sp-z-o-o,https://www.facebook.com/On-arte-112138707910731,,67 ulica Garbary,Poznan,wielkopolskie,Poland,61-758,"67 ulica Garbary, Poznan, wielkopolskie, Poland, 61-758","b2b, art exhibitions, art and antiques, art promotion, art market transparency, art gallery and dealer services, art auction, b2c, art investment, art dealer, art community, art sale, curated collections, art collector support, art design integration, art investment advice, art authentication, contemporary art, e-commerce, digital art promotion, art curatorship, art platform, online art marketplace, art gallery, services, art logistics, portfolio management, art_market, art_auction, art_sale, art_investment, digital_art, art_platform, curated_collections, art_consulting, art_logistics, art_authentication, art_community, consumer internet, consumers, internet, information technology & services",,"Gmail, Google Apps, Mobile Friendly, Facebook Custom Audiences, WordPress.org, YouTube, Facebook Login (Connect), Google Tag Manager, Nginx, Facebook Widget",,,,,,,69106e37b504cb00017c2763,7389,,"Nowoczesna platforma promocji i sprzedaży sztuki. 

(1) Tworzymy demokratyczną przestrzeń promocji i sprzedaży sztuki.

Dbamy o artystów, kolekcjonerów i odbiorców sztuki, proponując jasne warunki współpracy. Tniemy koszty, na pierwszym miejscu stawiając to, co najcenniejsze - twórczość i relacje z ludźmi.

(2) Jesteśmy kuratorami_kami stylu.

Nasze zmysły wyłapują sygnały ze świata i dostarczają tobie inspiracji. Odwiedzamy targi i wystawy, śledzimy współczesną scenę artystyczną, poszukując ponadczasowej jakości i prawdziwych emocji. Te podróże znajdują ujście w art:DROPach, naszych kuratorskich kolekcjach, które zanurzają w świecie sztuki i designu.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6743a6ef5c183b0001e94b95/picture,,,,,,,,
Targi Plakatu (Don't Panic Polska),Targi Plakatu,Cold,,1,retail,bartosz.kosiba@kreativia.pl,http://www.targiplakatu.pl,http://www.linkedin.com/company/don-t-panic-polska,,,44 ulica Wielicka,Krakow,Wojewodztwo malopolskie,Poland,30-556,"44 ulica Wielicka, Krakow, Wojewodztwo malopolskie, Poland, 30-556","retail art supplies, illustrator works, graphic design, artistic prints, art prints, art marketing, art collection, art collaborations, illustrations, art community events, home decor, d2c, art exhibitions, art posters, art fair participation, art distribution, independent artists, art licensing deals, art commissions, digital art marketplace, art promotion, poster design, online art shop, b2c, retail, art festivals, digital illustration, art licensing, artistic workshops, art fair, polish artists, limited edition posters, art community, modern art prints, e-commerce, art online store, art gallery, art events, humor posters, art licensing platform, artistic collaborations, art licensing services, art and design, art courses, art sales, vintage posters, art licensing rights, art marketplace, art gifts, art education, poster art, art licensing agreements, limited edition art, digital art, art print formats, online store, poster collection, art licensing opportunities, surrealist posters, art education webinars, art workshops, polish poster art, b2b, education, distribution, consumer products & retail, consumer internet, consumers, internet, information technology & services",,"Cloudflare DNS, CloudFlare Hosting, Facebook Custom Audiences, Nginx, WordPress.org, Bootstrap Framework, Mobile Friendly, Google Font API, Woo Commerce, Google Tag Manager, Apache, Google Analytics",,,,,,,69106e58b504cb00017c4825,7389,,"Targi Plakatu - najlepsi graficy i ilustratorzy w jednym miejscu! Interakcja z artystami, polska szkoła plakatu. Honorowy patronat Andrzeja Pągowskiego.",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/671438184181790001711369/picture,,,,,,,,
MATERIOTEKA Atelier,MATERIOTEKA Atelier,Cold,,1,retail,bartosz.kosiba@kreativia.pl,http://www.materioteka.com,http://www.linkedin.com/company/materioteka-atelier,,,44 ulica Hubska,Wroclaw,Wojewodztwo dolnoslaskie,Poland,50-502,"44 ulica Hubska, Wroclaw, Wojewodztwo dolnoslaskie, Poland, 50-502","ceramika lazienkowa, handmade design, architektura, luxury design, design, plytki ceramiczne, plytki wielkoformatowe, wloskie plytki ceramiczne, projektowanie wnetrz, wnetrza, plytki handmade, lazienki, wyposazenie wnetrz, armatura, hiszpanskie plytki ceramiczne, plytki cementowe, wsparcie architekta, wloski design",,"Google Font API, Apache, Mobile Friendly, WordPress.org, Google Maps, Woo Commerce, reCAPTCHA",,,,,,,69106e5fb504cb00017c4f3f,,,"Odkryj miejsce gdzie standardowe płytki ceramiczne, armaturę oraz ceramikę łączy się z produktami Handmade. Stwórz z nami swój wymarzony Mood Board w scenerii post produkcyjnej hali XIX-wiecznego Browaru Mieszczańskiego. Atelier Materioteka to jedyne takie wręcz unikatowe miejsce na mapie Wrocławia.",2019,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/683c3a5bdbef56000130a4e0/picture,,,,,,,,
Hermes Exhibitions,Hermes Exhibitions,Cold,,2,retail,bartosz.kosiba@kreativia.pl,http://www.hermes-exhibitions.pl,http://www.linkedin.com/company/hermes-exhibitions,,,,Poznan,Greater Poland Voivodeship,Poland,,"Poznan, Greater Poland Voivodeship, Poland",,,,,,,,,,69106eb97ce1bd00014c98ad,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,,,,,,,,
Metal-Expo Sp. z o.o. Produkcja stojaków do transportu szkła i okien,Metal-Expo Sp. z o.o. Produkcja stojaków do transportu szkła i okien,Cold,,0,retail,bartosz.kosiba@kreativia.pl,http://www.metal-expo.pl,http://www.linkedin.com/company/metal-expo-sp.-z-o.o.-produkcja-stojak%c3%b3w-do-transportu-szk%c5%82a-i-okien,,,,Witnica,Lubusz Voivodeship,Poland,,"Witnica, Lubusz Voivodeship, Poland",,,"Google Analytics, Apache",,,,,,,69106ec07ce1bd00014c9fd3,,,"Posiadamy stałą rezerwę magazynową, standardowych stojaków typu A i L. Dzięki własnej bazie transportowej, termin realizacji zamówienia możliwy w terminie nie dłuższym niż 5-7 dni.",,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,,,,,,,,
Famar Expo,Famar Expo,Cold,,0,retail,bartosz.kosiba@kreativia.pl,http://www.famarexpo.pl,http://www.linkedin.com/company/famar-expo,,,,Wieckowice,Lesser Poland Voivodeship,Poland,,"Wieckowice, Lesser Poland Voivodeship, Poland",,,"Google Tag Manager, WordPress.org, Facebook Widget, Google Font API, Mobile Friendly, Google Maps, Facebook Login (Connect)",,,,,,,69106ec07ce1bd00014ca041,,,,,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/63edac0a998f12000100b12d/picture,,,,,,,,
